original_path	source_branch	source_branch_sha
scripts/melitz_profiled_envelope_harness_check_2026-07-31.jl	experiment/melitz-profiled-q-envelope-gradient-2026-07-31	c63e7870a39397fcea52df1468502dfcbef2bb30
scripts/melitz_profiled_envelope_phase1_d20_2026-07-31.jl	experiment/melitz-profiled-q-envelope-gradient-2026-07-31	c63e7870a39397fcea52df1468502dfcbef2bb30
scripts/melitz_profiled_envelope_phase1_d4_2026-07-31.jl	experiment/melitz-profiled-q-envelope-gradient-2026-07-31	c63e7870a39397fcea52df1468502dfcbef2bb30
scripts/melitz_profiled_envelope_standalone_test_2026-07-31.jl	experiment/melitz-profiled-q-envelope-gradient-2026-07-31	c63e7870a39397fcea52df1468502dfcbef2bb30
src/melitz/profiled_envelope_gradient.jl	experiment/melitz-profiled-q-envelope-gradient-2026-07-31	c63e7870a39397fcea52df1468502dfcbef2bb30
src/melitz/exact_hessian_hybrid_polish.jl	feature/melitz-exact-reduced-hessian-2026-07-31	17844d13580f96bc8cfdf068b7d42fac247e4996
src/melitz/exact_reduced_hessian.jl	feature/melitz-exact-reduced-hessian-2026-07-31	17844d13580f96bc8cfdf068b7d42fac247e4996
scripts/melitz_profile38_cellsets_2026-08-01.jl	feature/melitz-profile-38-nongravity-nonfocal-2026-08-01	862e9d7f4e5f2869df2c50947c935fcfe759b619
scripts/melitz_profile38_find_d20_warmstart_2026-08-01.jl	feature/melitz-profile-38-nongravity-nonfocal-2026-08-01	862e9d7f4e5f2869df2c50947c935fcfe759b619
scripts/melitz_profile38_phase1_oracle_2026-08-01.jl	feature/melitz-profile-38-nongravity-nonfocal-2026-08-01	862e9d7f4e5f2869df2c50947c935fcfe759b619
scripts/melitz_profile38_phase2_d4_2026-08-01.jl	feature/melitz-profile-38-nongravity-nonfocal-2026-08-01	862e9d7f4e5f2869df2c50947c935fcfe759b619
scripts/melitz_profile38_phase2_d4_masked_2026-08-01.jl	feature/melitz-profile-38-nongravity-nonfocal-2026-08-01	862e9d7f4e5f2869df2c50947c935fcfe759b619
scripts/melitz_profile38_phase2_realD20_2026-08-01.jl	feature/melitz-profile-38-nongravity-nonfocal-2026-08-01	862e9d7f4e5f2869df2c50947c935fcfe759b619
full_aod_diag/d4_exact/cm_frechet_power_hessian_structured.jl	experiment/fixed-frechet-cdf-only-production-feasible-2026-07-24	4c9c2dc9463da85b91186336010d1f2832ba8c42
full_aod_diag/d4_exact/test_frechet_hessian_threaded_gates.jl	experiment/fixed-frechet-cdf-only-production-feasible-2026-07-24	4c9c2dc9463da85b91186336010d1f2832ba8c42
full_aod_diag/d4_exact/test_frechet_power_hessian_d4_gates.jl	experiment/fixed-frechet-cdf-only-production-feasible-2026-07-24	4c9c2dc9463da85b91186336010d1f2832ba8c42
full_aod_diag/d4_exact/hcz_updated_gate_2026-07-28.jl	followup/hzz-hcz-2026-07-28	4af245ba9e09e29031ff47e76ce93c694d0d3b9f
full_aod_diag/d4_exact/hzz_blas_gemm_threaded_correctness_2026-07-28.jl	followup/hzz-hcz-2026-07-28	4af245ba9e09e29031ff47e76ce93c694d0d3b9f
full_aod_diag/d4_exact/diag_hzz_backend_benchmark_k3_2026-08-01.jl	optimize/genuine-cold-zc-hessian-k3-2026-08-01	49fd1dcc40f25c474d45d72bbb36584f9c64b225
full_aod_diag/d4_exact/hcz_hez_candidates_gate_and_benchmark_k3_2026-08-01.jl	optimize/genuine-cold-zc-hessian-k3-2026-08-01	49fd1dcc40f25c474d45d72bbb36584f9c64b225
full_aod_diag/d4_exact/hcz_hez_wired_dispatch_gate_k3_2026-08-01.jl	optimize/genuine-cold-zc-hessian-k3-2026-08-01	49fd1dcc40f25c474d45d72bbb36584f9c64b225
full_aod_diag/d4_exact/hzz_backend_complete_hessian_gate_k3_2026-08-01.jl	optimize/genuine-cold-zc-hessian-k3-2026-08-01	49fd1dcc40f25c474d45d72bbb36584f9c64b225
full_aod_diag/d4_exact/hcz_closeout_breakdown_2026-08-01.jl	optimize/genuine-cold-zc-hessian-k3-closeout-2026-08-01	1807ef57e1bcfbe8a7420597bb64ebafc712600e
full_aod_diag/d4_exact/hcz_phase_breakdown_2026-08-01.jl	optimize/genuine-cold-zc-hessian-k3-closeout-2026-08-01	1807ef57e1bcfbe8a7420597bb64ebafc712600e
full_aod_diag/d4_exact/hez_drawmajor_v2_benchmark_2026-08-01.jl	optimize/genuine-cold-zc-hessian-k3-closeout-2026-08-01	1807ef57e1bcfbe8a7420597bb64ebafc712600e
full_aod_diag/d4_exact/hzz_workspace_audit_and_chunked_syrk_2026-08-01.jl	optimize/genuine-cold-zc-hessian-k3-closeout-2026-08-01	1807ef57e1bcfbe8a7420597bb64ebafc712600e
